_id,chief_complaint_id,diagnosis_id,most_common,common_peds,life_or_limb_threatening
5357,262,368,,,1
5358,262,387,,,0
5359,262,440,,,0
5360,262,453,,,
5361,262,493,,,0
5362,262,546,,,1
5363,262,548,,,
5365,262,561,1,0,1
5366,262,586,,,1
5367,262,608,,,0
5368,262,616,,,1
5369,262,617,1,0,1
5370,262,619,,,0
5371,262,665,,,
5372,262,698,1,0,0
5373,262,703,,,1
5374,262,722,,,1
5375,262,729,1,1,0
5376,262,732,,,
5377,262,838,,,1
5378,262,876,,,1
5379,262,921,,,1
5380,262,934,,,0
5381,262,952,,,1
5382,262,981,,,1
5383,262,993,,,0
5384,262,1018,,,0
5385,262,1019,,,0
5386,262,1020,,,0
5387,262,1069,,,1
5388,263,204,,,1
5389,263,336,,,
5390,263,684,,,0
5391,263,719,,,0
5392,263,905,,,0
5393,263,916,,,0
5394,263,1054,0,1,1
5395,263,1057,,,0
5396,264,25,,,0
5397,264,77,,,
5398,264,115,,,
5399,264,120,,,1
5400,264,140,,,0
5401,264,154,,,0
5402,264,163,,,1
5403,264,215,,,1
5404,264,236,,,1
5405,264,290,,,0
5406,264,339,,,
5407,264,388,0,1,0
5408,264,511,,,0
5409,264,513,,,0
5410,264,550,,,1
5411,264,637,,,1
5412,264,781,,,0
5413,264,788,,,0
5414,264,790,,,0
5415,264,793,,,0
5416,264,805,,,0
5417,264,856,,,0
5418,264,875,,,1
5419,264,967,,,0
5420,264,987,,,0
5421,264,988,1,1,0
5423,264,1115,,,0
5424,264,1138,,,0
5425,275,1,,,1
5426,275,42,,,0
5427,275,44,,,
5428,275,61,,,0
5429,275,96,,,0
5430,275,134,,,1
5431,275,140,,,0
5432,275,187,,,0
5433,275,191,,,0
5434,275,302,,,0
5435,275,307,,,0
5436,275,470,,,
5437,275,565,,,0
5438,275,578,,,1
5439,275,585,,,1
5440,275,601,,,
5441,275,643,,,0
5442,275,665,,,
5443,275,703,,,1
5444,275,795,,,0
5445,275,813,,,1
5446,275,852,,,0
5447,275,934,,,0
5448,275,968,,,1
5450,275,1030,,,0
5451,275,1043,,,0
5452,275,1106,,,0
5453,275,1119,,,0
5454,275,1121,,,1
5455,275,1133,,,0
5456,287,466,,,0
5457,287,1057,,,0
5458,291,20,1,0,0
5459,291,26,1,0,1
5460,291,122,1,0,0
5461,291,367,0,0,0
5462,291,207,0,0,0
5463,291,212,1,0,1
5464,291,676,0,0,0
5465,291,50,0,0,0
5466,291,226,0,0,1
5467,291,687,0,0,1
5468,291,658,0,0,0
5469,291,1034,1,0,1
5470,291,23,0,0,1
5471,291,329,0,0,1
5472,291,106,0,0,1
5473,291,107,0,0,1
5474,265,212,1,0,1
5475,265,93,1,0,0
5476,265,676,1,0,0
5477,265,595,1,0,
5478,265,445,0,0,1
5479,265,1151,1,0,0
5480,265,732,1,0,
5481,265,23,0,0,1
5482,265,171,0,0,0
5483,265,51,0,0,0
5484,292,21,1,0,1
5485,292,23,1,0,1
5486,292,31,0,0,1
5487,292,969,1,0,0
5488,292,39,0,0,0
5489,292,869,0,1,1
5490,292,128,1,1,1
5491,292,873,0,0,1
5492,292,146,0,0,1
5493,292,185,0,0,1
5494,292,205,1,1,1
5495,292,207,1,0,0
5496,292,213,0,0,0
5497,292,215,1,1,1
5498,292,226,1,0,1
5499,292,246,0,0,1
5500,292,247,0,0,1
5501,292,251,1,1,1
5502,292,1112,0,0,1
5503,292,870,0,0,1
5504,292,935,0,0,1
5505,292,367,1,0,0
5506,292,372,1,1,1
5507,292,375,1,0,1
5508,292,376,1,0,1
5509,292,377,1,0,0
5510,292,378,1,1,1
5511,292,687,1,1,1
5512,292,395,1,0,1
5513,292,1099,0,0,0
5514,292,448,0,0,1
5515,292,868,0,0,0
5516,292,462,1,1,1
5517,292,1035,0,0,1
5518,292,874,0,0,1
5519,292,652,0,0,1
5520,292,653,0,0,0
5521,292,657,1,1,1
5522,292,912,0,1,1
5523,292,692,0,0,1
5524,292,699,0,0,1
5525,292,848,1,1,1
5526,292,961,0,0,1
5527,292,979,0,0,1
5528,292,736,1,0,1
5529,264,399,0,1,1
5530,264,394,0,0,1
5531,264,450,1,0,0
5532,293,128,1,1,1
5533,293,144,1,0,1
5534,293,146,1,0,1
5535,293,251,1,1,1
5536,293,329,1,1,1
5537,293,337,1,1,1
5538,293,868,1,0,0
5539,293,735,1,0,1
5540,293,736,1,1,1
5541,293,833,1,1,1
5542,293,866,0,0,1
5543,293,131,0,0,1
5544,293,135,0,0,1
5545,293,136,0,0,1
5546,293,137,0,0,0
5547,293,142,0,0,1
5548,293,873,0,1,1
5549,293,870,0,0,1
5550,293,441,0,0,0
5551,293,442,0,1,1
5552,293,642,0,0,0
5553,293,812,0,0,1
5554,293,869,0,1,1
5556,294,128,1,0,1
5557,294,184,1,1,0
5558,294,239,1,0,1
5559,294,251,1,0,1
5560,294,870,1,0,1
5561,294,365,1,0,1
5562,294,462,1,1,1
5563,294,874,1,0,1
5564,294,735,1,0,1
5565,294,31,0,0,1
5566,294,869,0,1,1
5567,294,83,0,0,1
5568,294,106,0,0,1
5569,294,866,0,0,1
5570,294,873,0,0,1
5571,294,144,0,0,1
5572,294,250,0,0,1
5573,294,868,0,1,0
5574,294,1065,0,0,1
5575,294,641,0,0,1
5576,294,912,0,0,1
5577,294,710,0,1,1
5578,294,736,0,1,1
5579,294,762,0,0,1
5580,294,786,0,0,1
5581,294,833,0,1,1
5582,294,107,1,1,1
5583,295,108,1,1,0
5584,295,110,0,0,0
5585,295,289,1,1,0
5586,295,111,1,1,0
5587,295,599,1,1,
5588,295,543,0,0,1
5589,295,158,1,1,1
5590,295,1034,1,1,1
5593,295,109,1,0,0
5594,295,576,0,0,0
5595,295,453,1,0,
5597,55,78,1,0,
5599,87,1257,1,0,1
5601,87,848,1,0,1
5603,116,451,0,1,0
5605,116,927,1,0,0
5607,116,1024,0,1,0
5613,123,1275,0,0,0
5615,123,1277,0,0,0
5617,123,1293,0,0,0
5619,123,1295,0,0,0
5621,123,1319,0,0,0
5623,123,1321,0,0,0
5625,123,1333,0,0,0
5627,123,1339,0,0,0
5629,123,1361,0,0,0
5631,123,1263,0,0,1
5633,123,1265,0,0,1
5635,123,1267,0,0,0
5637,6,1275,0,0,0
5639,6,1317,0,0,0
5645,6,1363,0,0,1
5647,6,1369,0,0,0
5649,57,1275,0,0,0
5651,57,1317,0,0,0
5653,57,1331,0,0,0
5655,57,1333,0,0,0
5657,57,1369,1,0,0
5659,57,1373,0,0,0
5661,57,1423,0,0,0
5663,57,1166,1,0,0
5665,31,1275,0,0,0
5667,31,1277,0,0,0
5669,31,1279,0,0,0
5671,31,1295,0,0,0
5673,31,1319,0,0,0
5675,31,1321,0,0,0
5677,31,1339,0,0,0
5679,116,1275,0,0,0
5681,116,1277,0,0,0
5683,116,1279,0,0,0
5685,116,1293,0,0,0
5687,116,1295,0,0,0
5689,116,1297,0,0,0
5691,116,1305,0,0,0
5693,116,1319,0,0,0
5695,116,1321,0,0,0
5697,116,1361,0,0,0
5699,116,1387,0,0,0
5701,116,1263,0,0,1
5703,66,1277,0,0,0
5705,66,1297,0,0,0
5707,66,1301,0,1,0
5709,66,1305,0,0,0
5711,66,1339,0,0,0
5715,66,1363,0,0,1
5717,66,1375,1,0,0
5719,66,1379,0,0,0
5721,66,1251,0,0,0
5723,66,1389,0,0,0
5725,66,1435,0,0,0
5727,66,1263,0,0,1
5729,2,1277,0,0,0
5731,173,1277,0,0,0
5733,262,1277,0,0,0
5735,262,1293,0,0,0
5737,262,1321,0,0,0
5739,262,1339,0,0,0
5741,262,1361,0,0,0
5743,262,1363,0,0,1
5745,262,1433,1,0,0
5747,105,1279,0,0,0
5749,74,1279,0,0,0
5751,108,1279,0,0,0
5753,113,1281,0,0,0
5755,113,1285,1,0,0
5757,113,1297,0,0,0
5759,113,1301,0,1,0
5761,113,1333,0,0,0
5763,113,1363,0,0,1
5765,113,1375,1,0,0
5767,113,1379,0,0,0
5769,113,1381,0,0,0
5771,113,1251,0,0,0
5773,113,1387,0,0,0
5775,113,1435,0,0,0
5777,87,1281,0,0,0
5779,87,1291,0,0,0
5781,87,1303,0,0,1
5783,87,1335,0,0,0
5785,87,1365,0,0,0
5787,87,1395,0,0,0
5789,87,1255,0,0,1
5791,87,1257,1,0,1
5793,150,1281,0,0,0
5795,132,1281,0,0,0
5797,28,1281,0,0,0
5799,88,1281,0,0,0
5801,88,1285,0,0,0
5803,88,1293,0,0,0
5805,88,1317,0,0,0
5807,88,1319,0,0,0
5809,88,1321,0,0,0
5811,88,1339,0,0,0
5813,88,1345,0,0,0
5815,88,1361,0,0,0
5817,88,1387,0,0,0
5819,88,1415,0,0,0
5821,88,1433,0,0,0
5823,16,1281,0,0,0
5825,16,1333,0,0,0
5827,16,1351,0,0,0
5829,16,1251,1,0,0
5831,112,1283,1,1,0
5833,112,1299,0,0,0
5837,112,1303,0,0,1
5839,112,1315,0,0,1
5841,112,1349,1,0,0
5843,112,1353,0,0,0
5845,112,1355,0,0,0
5847,112,1357,0,0,0
5849,112,1249,0,0,0
5851,112,1363,0,0,1
5853,112,1397,0,1,0
5855,112,1255,0,0,1
5857,41,1283,1,1,0
5859,41,1301,0,1,0
5861,41,1303,0,0,1
5863,41,1331,0,0,0
5865,41,1349,0,0,0
5867,41,1389,0,0,0
5869,41,1399,0,0,1
5871,41,1409,0,0,0
5873,41,1435,1,0,0
5875,41,1261,0,0,0
5877,46,1285,1,1,0
5879,20,1285,1,1,0
5881,20,1329,0,0,0
5883,20,1375,1,1,0
5885,20,1379,0,0,0
5887,20,1387,0,0,0
5889,81,1285,1,1,0
5891,81,1317,0,0,0
5893,81,1339,0,0,0
5895,81,1385,0,0,0
5897,81,1387,0,0,0
5899,194,1285,1,1,0
5901,159,1285,1,1,0
5903,98,1285,0,0,0
5905,35,1287,1,1,0
5907,35,1289,0,0,0
5909,196,1287,1,1,0
5911,8,1287,0,0,0
5913,8,1359,0,0,0
5915,8,1383,0,0,0
5917,8,1393,0,0,0
5919,8,1439,1,0,0
5921,227,1289,1,0,0
5923,238,1289,1,0,0
5925,3,1289,0,0,0
5927,29,1289,0,0,0
5929,29,1305,0,0,0
5931,29,1329,0,0,0
5933,29,1367,0,1,0
5935,29,1273,0,0,0
5937,146,1291,0,0,0
5939,146,1335,0,0,0
5941,121,1293,0,0,0
5943,121,1255,0,0,1
5945,121,1257,0,0,1
5947,104,1293,0,0,0
5949,104,1345,0,0,0
5951,104,1395,0,0,0
5953,94,1293,0,0,0
5955,94,1303,1,0,1
5957,94,1309,0,0,0
5959,94,1315,0,0,1
5961,94,1345,0,0,0
5963,94,1395,0,0,0
5965,94,1409,0,0,0
5969,69,1293,0,0,0
5971,69,1301,0,0,0
5973,69,1325,0,0,0
5975,69,1393,0,0,0
5977,69,1399,0,0,1
5979,69,1409,0,0,0
5981,69,1255,0,0,1
5983,264,1295,0,0,0
5985,264,1305,1,0,0
5987,264,1339,0,0,0
5989,264,1363,0,0,1
5991,264,1375,1,1,0
5993,264,1379,0,0,0
5995,264,1381,0,0,0
5997,264,1251,1,0,0
5999,264,1263,0,0,1
6001,179,1295,0,0,0
6003,179,1305,1,1,0
6005,52,1295,0,0,0
6007,52,1311,0,0,0
6009,52,1405,0,0,0
6011,52,1417,0,0,0
6013,52,1421,1,1,0
6015,214,1297,0,0,0
6017,214,1369,1,0,0
6019,214,1373,0,0,0
6021,214,1423,0,0,0
6023,58,1297,0,0,0
6029,112,1357,0,0,0
6031,112,1249,0,0,0
6033,22,1299,0,0,0
6037,112,1365,0,0,0
6039,112,1395,0,0,0
6041,28,1301,0,1,0
6043,28,1303,1,0,1
6045,291,1301,0,0,0
6047,291,1309,0,0,0
6049,291,1329,0,0,0
6051,291,1335,0,0,0
6053,21,1301,0,1,0
6055,21,1363,0,0,1
6057,21,1389,0,0,0
6059,21,1399,0,0,1
6061,21,1433,1,0,0
6063,21,1435,1,0,0
6065,94,1301,0,0,0
6067,69,1303,0,0,1
6069,69,1315,0,0,1
6071,69,1363,0,0,1
6073,69,1373,0,0,0
6075,69,1387,0,0,0
6077,104,1303,0,0,1
6079,104,1309,0,0,0
6081,104,1315,0,0,1
6083,115,1303,0,0,1
6085,115,1315,0,0,1
6087,115,1329,0,0,0
6089,115,1389,0,0,0
6091,115,1395,0,0,0
6093,115,1399,0,0,1
6095,115,1409,0,0,0
6097,186,1245,1,0,0
6099,186,1415,0,0,0
6101,212,1307,1,0,0
6103,246,1309,0,0,0
6105,246,1365,0,0,0
6107,240,1309,0,0,0
6109,240,1387,0,0,0
6111,240,1435,1,0,0
6113,19,1309,0,0,0
6115,5,1309,0,0,0
6117,5,1415,0,0,0
6119,238,1311,1,0,0
6121,238,1385,0,0,0
6123,238,1421,1,1,0
6125,164,1315,0,0,1
6127,164,1365,0,0,0
6129,247,1315,0,0,1
6131,247,1409,0,0,0
6133,244,1315,0,0,1
6137,6,1331,0,0,0
6139,6,1333,0,0,0
6145,17,1317,0,0,0
6147,17,1319,0,0,0
6149,17,1321,0,0,0
6151,17,1361,0,0,0
6153,17,1261,1,0,0
6155,101,1317,0,0,0
6157,178,1319,0,0,0
6159,178,1361,0,0,0
6161,188,1247,0,0,0
6163,206,1323,1,0,0
6165,100,1325,0,0,0
6167,242,1331,0,0,0
6169,242,1423,1,0,0
6171,241,1331,0,0,0
6173,45,1331,0,0,0
6175,45,1373,1,0,0
6177,7,1331,0,0,0
6179,7,1351,0,0,0
6181,47,1333,0,0,0
6183,292,1333,0,0,0
6185,292,1399,0,0,1
6187,292,1435,1,0,0
6189,76,1337,0,0,0
6191,62,1345,0,0,0
6193,171,1345,0,0,0
6195,171,1431,0,0,0
6197,51,1345,0,0,0
6199,55,1347,0,0,0
6201,82,1351,1,0,0
6203,160,1355,0,0,0
6205,160,1249,0,0,0
6207,160,1367,0,1,0
6209,195,1355,0,0,0
6211,195,1367,0,1,0
6213,26,1357,0,0,0
6215,26,1249,0,0,0
6217,26,1367,0,1,0
6219,89,1359,1,0,0
6221,12,1369,1,0,0
6223,118,1383,1,0,0
6225,228,1369,0,0,0
6227,229,1369,1,0,0
6229,217,1383,1,0,0
6231,131,1385,0,0,0
6233,187,1393,0,0,0
6235,53,1253,0,0,0
6237,53,1399,0,0,1
6239,53,1429,1,0,0
6241,53,1339,0,0,0
6243,237,1253,0,0,0
6245,22,1397,1,0,0
6247,38,1403,1,0,0
6251,191,1405,0,0,0
6253,171,1535,0,0,0
6255,121,1535,0,0,0
6257,94,1535,0,0,0
6259,287,1533,0,0,0
6261,287,1531,0,0,0
6263,287,1529,0,0,0
6265,287,1525,0,0,0
6267,295,1531,0,0,0
6269,295,1529,0,0,0
6271,295,1525,0,0,0
6273,39,1505,0,0,0
6275,69,1505,0,0,0
6277,292,1537,0,0,1
6279,19,1537,0,0,1
6281,91,1503,1,1,0
6283,183,1501,0,0,0
6285,81,1501,0,0,0
6287,287,1523,1,0,0
6289,147,1497,0,0,0
6291,173,1497,0,0,0
6293,264,1497,0,0,0
6295,32,1509,0,0,0
6297,264,1509,0,0,0
6299,66,1509,0,0,0
6301,113,1509,0,0,0
6303,33,1509,0,0,0
6305,72,1509,0,0,0
6307,29,1509,0,0,0
6309,82,1495,0,0,0
6311,29,1495,0,0,0
6313,206,1425,0,0,0
6315,126,1493,0,0,0
6317,111,1409,0,0,0
6319,39,1489,0,0,0
6321,67,1409,0,0,0
6323,197,1255,1,0,1
6325,49,1257,0,0,1
6327,207,1415,0,0,0
6329,205,1415,0,0,0
6331,29,1487,0,0,0
6333,186,1415,0,0,0
6335,29,1455,0,0,0
6337,258,1417,0,0,0
6339,258,1415,0,0,0
6341,1,1267,0,0,0
6343,174,1421,1,0,0
6345,191,1421,1,0,0
6347,76,1259,0,0,0
6349,188,1259,0,0,0
6351,188,1337,0,0,0
6353,179,1267,0,0,0
6355,116,1267,0,0,0
6357,116,1443,0,0,1
6359,116,1513,0,0,0
6361,116,1515,0,0,0
6363,116,1463,0,0,1
6365,116,1519,0,0,1
6367,123,1267,0,0,0
6369,66,1267,0,0,0
6371,66,1443,0,0,1
6373,66,1513,0,0,0
6375,113,1267,0,0,0
6377,113,1443,0,0,1
6379,264,1269,0,0,0
6381,264,1443,0,0,1
6383,264,1515,0,0,0
6385,41,1269,0,0,0
6387,41,1467,0,0,0
6389,69,1269,0,0,0
6391,115,1269,0,0,0
6393,94,1269,0,0,0
6395,94,1445,0,0,0
6397,94,1467,0,0,0
6399,104,1269,0,0,0
6401,104,1453,0,0,0
6403,104,1467,0,0,0
6405,214,1269,0,0,0
6407,214,1441,0,0,0
6409,214,1515,0,0,0
6411,214,1519,0,0,1
6413,213,1269,0,0,0
6415,213,58,0,0,0
6417,67,1271,0,0,0
6419,68,1271,0,0,0
6421,121,1449,0,0,0
6423,265,1451,0,0,0
6425,146,1521,0,0,0
6427,107,1527,0,0,0
6429,112,1511,0,0,0
6431,45,1457,0,0,0
6433,112,1483,0,0,0
6435,160,1479,0,0,0
6437,188,1437,0,0,0
6439,88,1271,0,0,0
6441,88,1515,0,0,0
6443,88,1463,0,0,1
6445,88,1519,0,0,1
6447,5,1271,0,0,0
6449,62,1431,0,0,0
6451,62,1261,0,0,0
6453,73,1433,1,0,0
6455,13,1433,0,0,0
6457,28,1433,0,0,0
6459,236,1261,0,0,0
6461,24,1261,0,0,0
6463,93,1261,0,0,0
6465,93,1273,1,1,0
6467,61,1273,0,0,0
6469,158,1273,1,1,0
6471,218,1263,0,0,1
6473,228,1441,1,0,0
6475,234,1441,1,0,0
6477,229,1441,1,0,0
6479,29,1441,1,0,0
6481,87,1443,0,0,1
6483,292,1443,1,0,1
6485,8,1513,0,0,0
6487,62,1513,0,0,0
6489,258,1513,0,0,0
6491,163,1513,0,0,0
6493,171,1515,0,0,0
6495,240,1515,0,0,0
6497,262,1515,0,0,0
6499,61,1455,0,0,0
6501,17,1455,0,0,0
6503,263,1455,0,0,0
6505,24,1455,0,0,0
6507,211,1461,0,0,0
6509,199,1461,0,0,0
6511,112,1461,0,0,0
6513,112,1461,0,0,0
6515,70,1461,0,0,0
6517,146,1461,0,0,0
6519,28,1463,0,0,1
6521,21,1463,0,0,1
6523,206,1517,0,0,0
6525,174,1517,0,0,0
6527,258,1517,0,0,0
6529,52,1517,0,0,0
6531,21,1467,0,0,0
6533,164,1467,0,0,0
6535,121,1469,0,0,0
6537,121,1469,0,0,0
6539,5,1469,0,0,0
6541,57,1471,1,0,0
6543,242,1471,1,0,0
6545,233,1471,1,0,0
6547,112,1473,0,0,0
6549,112,1475,0,0,0
6551,22,1473,0,0,0
6553,26,1475,1,0,0
6555,26,1473,0,0,0
6557,160,1473,0,0,0
6559,160,1475,1,0,0
6561,73,1519,0,0,1
6563,17,1487,0,0,0
6565,93,1487,0,0,0
6567,47,1487,0,0,0
6569,81,884,0,1,0
6571,263,884,0,1,0
6572,304,364,1,0,0
6574,304,21,0,0,1
6576,304,365,0,0,1
6578,304,589,0,0,0
6580,304,874,0,0,1
6582,304,1443,0,0,1
6584,304,226,0,0,1
6586,304,651,0,0,0
6588,304,573,0,0,1
6590,304,367,0,0,0
6592,304,291,0,0,0
6594,304,927,1,0,0
6596,304,316,0,0,0
6598,304,772,0,0,1
6600,304,1043,0,0,0
6602,304,174,0,0,1
6604,304,1034,0,0,1
6606,304,199,0,0,0
6608,304,50,1,0,0
6610,304,51,1,0,0
6612,304,548,0,0,
6614,304,733,0,0,0
6616,304,331,1,1,0
6618,304,1155,1,0,0
6620,304,173,0,0,0
6622,304,808,0,0,0
6624,304,469,1,0,0
6626,304,1136,0,0,0
6628,304,1032,0,0,1
6630,304,835,1,1,0
6632,306,213,1,0,0
6634,306,1169,0,1,0
6636,306,214,1,0,0
6638,306,590,0,0,0
6640,306,1034,1,0,1
6642,306,1041,1,1,0
6644,306,199,0,0,0
6646,306,545,0,0,0
6648,306,215,0,0,1
6650,306,1108,0,0,0
6652,306,935,0,0,1
6654,306,1147,0,0,0
6656,306,1425,1,0,0
6658,306,315,0,0,
6660,306,1009,0,0,0
6662,306,547,0,0,1
6664,306,205,0,1,1
6666,306,777,0,0,1
6668,306,1148,0,0,0
6670,303,724,1,1,0
6672,303,191,1,1,0
6674,303,751,1,0,0
6676,303,729,1,1,0
6678,303,426,1,1,0
6680,303,204,0,0,1
6682,303,443,0,0,0
6684,303,1211,1,0,0
6686,303,121,1,0,0
6688,303,862,0,0,0
6690,303,752,0,0,0
6692,303,427,0,0,0
6694,303,1140,0,0,
6696,270,65,1,1,0
6698,270,114,0,1,0
6700,270,387,0,0,0
6702,270,69,1,1,1
6704,270,836,0,1,1
6706,270,185,0,0,1
6708,270,1111,0,0,1
6710,270,1069,0,0,1
6712,270,671,0,0,1
6714,270,585,1,1,1
6716,270,112,1,1,0
6718,270,1075,0,0,0
6720,270,617,0,0,1
6722,270,586,0,0,1
6724,270,616,0,0,1
6726,270,170,1,0,0
6728,273,69,1,1,1
6730,273,115,1,1,
6732,273,114,0,1,0
6734,273,113,0,0,1
6736,273,65,1,1,0
6738,273,387,0,0,0
6740,273,836,0,1,1
6742,273,185,0,0,1
6744,273,1111,0,0,1
6746,273,1069,0,0,1
6748,273,671,0,1,1
6750,273,585,1,1,1
6752,273,583,0,0,1
6754,273,1157,0,0,0
6756,274,535,1,1,0
6758,274,1177,1,1,0
6760,274,785,1,1,0
6762,274,140,0,0,0
6764,274,304,0,0,0
6766,274,66,1,1,0
6768,261,140,1,0,0
6770,261,191,1,1,0
6772,261,724,1,1,0
6774,261,204,0,0,1
6776,261,204,0,0,1
6778,261,443,0,0,0
6780,261,1211,1,0,0
6782,261,414,1,0,0
6784,261,121,1,0,0
6786,261,946,0,0,0
6788,261,426,1,0,0
6790,261,427,0,0,0
6792,261,1140,0,0,
6794,261,751,1,0,0
6796,261,519,0,1,
6798,261,740,0,0,0
6800,261,302,0,0,0
6802,282,117,0,0,0
6804,282,451,0,0,0
6806,282,367,0,0,0
6808,282,372,1,1,1
6810,282,600,1,0,
6812,282,1169,1,1,0
6814,282,315,0,0,
6816,282,1009,0,0,0
6818,282,213,1,1,0
6820,282,214,1,0,0
6822,282,51,1,0,0
6824,269,69,1,1,1
6826,269,65,1,1,0
6828,269,387,0,0,0
6830,269,836,0,0,1
6832,269,195,1,1,0
6834,269,584,1,1,
6836,269,1111,0,0,1
6838,269,1069,0,0,1
6840,269,585,1,1,1
6842,269,115,1,1,
6844,269,617,0,0,1
6846,269,586,0,0,1
6848,269,583,0,0,1
6850,269,1157,0,0,0
6852,269,158,1,0,1
6854,269,665,1,0,
6856,290,191,1,1,0
6858,290,153,0,0,0
6860,290,724,1,1,0
6862,290,1211,1,1,0
6864,290,862,0,0,0
6866,290,771,1,1,0
6868,290,834,1,1,0
6870,290,426,1,1,0
6872,290,462,0,0,1
6874,290,150,1,1,0
6876,290,152,0,0,1
6878,290,863,0,0,1
6880,281,140,1,1,0
6882,281,191,1,1,0
6884,281,603,0,0,0
6886,281,79,1,1,
6888,281,696,0,0,0
6890,281,558,0,0,0
6892,281,730,0,0,1
6894,281,1199,0,0,0
6896,281,1337,0,0,0
6898,271,140,0,0,0
6900,271,536,1,1,0
6902,271,535,1,1,0
6904,271,233,0,0,0
6906,271,1177,0,1,0
6908,271,785,0,0,0
6910,271,191,1,1,0
6912,271,704,1,0,0
6914,271,1196,1,1,0
6916,284,172,0,0,1
6918,284,652,0,0,1
6920,284,653,0,0,0
6922,284,41,1,0,0
6924,284,958,0,0,1
6926,284,419,1,0,
6928,284,590,1,0,0
6930,284,377,1,0,0
6932,284,185,0,0,1
6934,284,1154,0,0,0
6936,301,191,1,1,0
6938,301,724,1,0,0
6940,301,667,1,0,
6942,301,729,1,1,0
6944,301,1211,1,0,0
6946,301,1045,0,0,0
6948,301,121,1,0,0
6950,301,61,1,0,0
6952,301,426,1,1,0
6954,301,427,0,0,0
6956,301,751,1,0,0
6958,301,1359,1,1,0
6960,301,18,0,0,0
6962,301,865,0,0,0
6964,301,858,0,0,0
6966,301,13,1,0,0
6968,301,1138,0,0,0
6970,272,140,1,1,0
6972,272,191,1,1,0
6974,272,877,1,1,0
6976,272,920,1,1,0
6978,272,796,0,0,0
6980,272,930,0,0,0
6982,272,189,0,0,0
6984,272,707,0,0,0
6986,272,431,1,0,0
6988,272,1170,1,1,0
6990,272,999,1,1,0
6992,272,684,1,0,0
6994,272,1184,0,0,0
6996,272,1186,0,0,0
6998,272,899,0,0,0
7000,272,1421,0,0,0
7002,277,611,0,0,0
7004,277,793,1,1,0
7006,277,96,0,0,0
7008,277,392,0,0,0
7010,277,935,0,0,1
7012,277,1009,0,0,0
7014,277,1425,0,0,0
7016,277,213,0,0,0
7018,277,214,0,0,0
7020,277,215,0,0,1
7022,277,1169,0,0,0
7024,277,315,0,0,
7026,277,1148,0,0,0
7028,277,172,0,0,1
7030,277,1081,1,0,0
7032,277,169,0,0,0
7034,277,347,0,0,0
7036,277,513,0,0,0
7038,277,205,1,1,1
7040,277,654,0,0,1
7042,277,650,0,0,0
7044,277,1034,1,0,1
7046,277,227,1,0,
7048,277,1080,0,0,0
7050,277,1335,0,0,0
7052,284,2,1,0,0
7054,281,127,1,1,0
7056,281,425,0,0,0
7058,290,151,0,0,0
7060,269,279,0,0,0
7062,282,599,0,0,
7064,282,199,0,0,0
7066,282,727,1,0,
7068,282,726,0,0,0
7070,273,1050,0,0,0
7072,270,753,0,0,1
7074,270,897,1,1,1
7076,270,994,0,0,1
7078,270,322,0,0,1
7080,270,488,0,0,1
7082,270,103,0,0,1
7084,270,1077,0,0,0
7086,270,279,0,0,0
7088,303,934,1,0,0
7090,273,616,0,0,1
7092,261,613,0,0,0
7094,261,752,0,0,0
7096,282,277,0,0,0
7098,290,509,0,0,1
7100,272,188,1,1,0
